acc	genome_len	SERC_517_3	SERC_517_4	SERC_517_5	SERC_517_6	SERC_517_7	SERC_517_8	SERC_517_9	SERC_517_10	SERC_517_11	SERC_517_12	SERC_517_13	SERC_Zymo_Pos_Control	Exp Mean
NC_012666.1	1337	0.224383019	0.186985659	0.09573665	0.207180395	0.160807778	0.175766655	0.08077779	0.176514511	0.124906525	0.169783078	0.162303657	0.029917743	0.160467792
NC_012557.1	1389	0.195824724	0.161987068	0.06623469	0.192944814	0.175665944	0.148308096	0.079193662	0.167026628	0.049676042	0.136069062	0.132469386	0.02447801	0.136854556
NC_012519.1	7781	0.131474151	0.106541581	0.06952834	0.113224428	0.110525651	0.092918718	0.04048324	0.078910148	0.04973656	0.083022734	0.112710403	0.01233776	0.089915996
NC_012492.1	2752	0.072674404	0.081758782	0.0345204	0.057412842	0.05922967	0.04251457	0.02797961	0.0555959	0.0308866	0.044694742	0.03924416	0.01453488	0.04968288
NC_012120.1	2725	0.10495412	0.10128443	0.04660549	0.117431285	0.06935786	0.084770625	0.03522936	0.071926602	0.04990826	0.08330276	0.109724782	0	0.079499598
NC_011920.1	8222	0.216127204	0.15045003	0.072974994	0.157017789	0.152152805	0.150571684	0.083434725	0.136706394	0.082340129	0.137922572	0.152760959	0.02505471	0.135678117
NC_011918.1	9792	0.138174107	0.112847225	0.04340282	0.106924078	0.097017962	0.093750034	0.045240974	0.089767133	0.052389708	0.107332531	0.107128346	0.011948528	0.090361356
NC_011807.1	2307	0.109232833	0.094061553	0.0468141	0.1239705	0.1222367	0.10099697	0.0663199	0.0671868	0.0502817	0.0680537	0.0996966	0.00910273	0.086259214
NC_010953.1	2553	0.086956556	0.075989056	0.0379945	0.10379953	0.04622016	0.070897016	0.03838622	0.05366227	0.0376028	0.063454736	0.109283118	0	0.065840542
NC_010952.1	2605	0.091746724	0.03761992	0.021881	0.05105564	0.074472194	0.07523986	0.01535509	0.05182339	0	0.0387716	0.073704467	0.007677547	0.048333626
NC_010944.1	6381	0.155618229	0.13775267	0.06111893	0.113305107	0.130073575	0.104215611	0.07757409	0.112678224	0.042156385	0.115185716	0.132110932	0.00595518	0.107435406
NC_010819.1	12972	0.143539855	0.127274172	0.055349949	0.117638026	0.123496791	0.137141457	0.058587744	0.113706433	0.065448638	0.121877941	0.133364163	0.016419968	0.108856834
NC_010820.1	13111	0.178018524	0.142323267	0.089009248	0.141484325	0.150484391	0.122339971	0.059873334	0.0972466	0.052093623	0.127221425	0.15078947	0.012737396	0.119171289
NC_010818.1	2737	0.06722687	0.052612297	0.024479364	0.07672638	0.043112894	0.02922911	0.0142492	0.079649204	0.007672637	0.04274751	0.03909389	0.01388382	0.043345396
NC_017824.1	10057	0.124192116	0.112956149	0.067614623	0.102913414	0.110967513	0.108680593	0.04921945	0.110967481	0.066023682	0.103510036	0.105299865	0.005866556	0.096576811
NC_010417.1	2845	0.13989467	0.12231979	0.082249562	0.116344438	0.102636198	0.112126524	0.070298828	0.095606374	0.04956063	0.143409554	0.120913882	0.01370826	0.105032768
NC_010305.1	8412	0.134926284	0.115073686	0.070613446	0.116737994	0.096766549	0.105682377	0.046362354	0.084522091	0.039467425	0.078816026	0.09724207	0.009510232	0.089655482
NC_009995.1	9730	0.163823305	0.13566294	0.060637265	0.127749195	0.152620765	0.138951654	0.073278509	0.102055459	0.07081184	0.124974333	0.13720453	0.01736895	0.117069981
NC_009994.1	9570	0.134691631	0.102821286	0.03458727	0.100835873	0.094775365	0.101044915	0.035841179	0.112016666	0.05663532	0.096133806	0.100522459	0.016405432	0.088173252
NC_009759.1	8404	0.114826266	0.083293656	0.04366965	0.088767198	0.073774448	0.081865747	0.03331746	0.07936699	0.034983312	0.097810611	0.128272247	0.014397911	0.078177053
NC_009744.1	9659	0.107567983	0.13003418	0.04845226	0.136556603	0.100838515	0.114815232	0.060358242	0.106118693	0.046485191	0.10156338	0.098767993	0.01625429	0.095596207
NC_009742.1	9689	0.138197977	0.092888817	0.028485937	0.087831629	0.109092794	0.091547108	0.042212877	0.108989607	0.038703698	0.096707649	0.118897699	0.00619259	0.08668689
NC_009741.1	9804	0.158404698	0.140962965	0.053651605	0.122603017	0.094553206	0.116585075	0.044471673	0.0904733	0.063545475	0.099449216	0.130151014	0.014075868	0.101350113
NC_009745.1	9711	0.145814022	0.111420016	0.060755814	0.107712888	0.08577904	0.081763002	0.047677846	0.087014716	0.047883874	0.067964166	0.109154544	0.012357108	0.086630903
NC_009642.1	6375	0.120784301	0.099607882	0.036078423	0.076862729	0.092548986	0.101803852	0.036705933	0.07090198	0.047686218	0.08047061	0.102274555	0	0.078702315
NC_009571.1	1346	0.268202084	0.193164822	0.17830611	0.238484342	0.247399594	0.227340172	0.161218374	0.177563176	0.202823222	0.202823186	0.303119918	0.03046058	0.218222273
NC_008824.1	9816	0.121943873	0.087204538	0.042379816	0.097799522	0.086593362	0.07253465	0.03422978	0.071515873	0.03565603	0.089955128	0.100550094	0.012021211	0.076396606
NC_008780.1	2586	0.07888621	0.11175561	0.02977575	0.068058738	0.066898678	0.078499598	0.03828306	0.05839134	0.0409899	0.046017036	0.061871573	0	0.061766136
NC_008779.1	2611	0.06166212	0.04634241	0.0076599	0.0605132	0.03102259	0.0375335	0.0225967	0.0302566	0.0157028	0.0540023	0.0532363	0	0.038229856
NC_008558.1	10851	0.097686822	0.098516225	0.031609992	0.088747665	0.074094553	0.076582809	0.04174735	0.074739677	0.032255082	0.093724111	0.095198617	0.010598104	0.073172991
NC_008522.1	1962	0.080530144	0.0973497	0.039245684	0.0688074	0.079510684	0.0784913	0.038736	0.0988787	0.040265	0.0942915	0.0815494	0	0.072514137
NC_008521.1	2035	0.13759211	0.163145401	0.07862411	0.12972973	0.139557721	0.1031941	0.04668301	0.1031941	0.02948401	0.06781321	0.07764121	0.00933661	0.097878065
NC_008393.1	9890	0.134479424	0.13306361	0.069767394	0.132052618	0.103437781	0.107381193	0.057937309	0.07492418	0.06804846	0.109100124	0.118806842	0.020222434	0.100818085
NC_008267.1	2762	0.07856627	0.128530033	0.06589425	0.116944249	0.11115126	0.0934105	0.043446813	0.09304854	0.064808116	0.109341006	0.10246194	0	0.091600271
NC_008237.1	1358	0.162739315	0.139911657	0.06774674	0.212076474	0.112665727	0.19513964	0.0868925	0.09646532	0.11487486	0.102356407	0.091310831	0.04050076	0.125652679
NC_008236.1	2768	0.136921973	0.120303462	0.079118473	0.136560756	0.069725472	0.139811834	0.0653902	0.099711005	0.05419075	0.122471033	0.09320811	0.01372832	0.101583006
NC_008059.1	2605	0.018426099	0.079462598	0.0253359	0.049136317	0.032629558	0.026487538	0.023800418	0.03301345	0.0149712	0.031861845	0.033781167	0.01535508	0.033536917
NC_008056.1	2577	0.092355478	0.08925101	0.024059006	0.093131548	0.080713972	0.08226625	0.03919286	0.09895227	0.0391929	0.071788928	0.11602636	0.00737291	0.075175507
NC_008028.1	9548	0.09195645	0.0642019	0.03068706	0.095936304	0.063049796	0.077188942	0.041788872	0.067762914	0.03477167	0.053728498	0.079178908	0.008273994	0.06365921
NC_007913.1	9544	0.119132476	0.089166024	0.0532271	0.094090468	0.102787067	0.076802154	0.05511312	0.093461865	0.045683126	0.106559133	0.083298397	0.00796312	0.08357463
NC_007821.1	6068	0.112063267	0.102669692	0.050758119	0.134475941	0.08833226	0.065425218	0.030982179	0.087508288	0.05158204	0.091298598	0.080257069	0.00626236	0.081395697
NC_007856.1	5486	0.109187013	0.100619786	0.06671524	0.10918697	0.087495477	0.103718605	0.048487046	0.072001475	0.05723663	0.095880403	0.093692984	0.00346336	0.08583833
NC_007728.1	10046	0.168027407	0.128707936	0.052856852	0.132291489	0.125223987	0.098745727	0.05216008	0.1220386	0.063607322	0.10800325	0.140055793	0.019808872	0.10833804
NC_007649.1	13936	0.175014713	0.141432256	0.06486796	0.13361081	0.142939075	0.131529813	0.06780995	0.132103919	0.06759477	0.127296275	0.143154359	0.012557417	0.120668536
NC_007569.1	730	0.14931508	0.22191814	0.1328764	0.2931504	0.1931504	0.18219145	0.10411	0.2684932	0.1041096	0.1493151	0.2246579	0.0520548	0.183935243
NC_007574.1	2166	0.252077896	0.235457223	0.135272362	0.214219792	0.209602833	0.196676051	0.108956621	0.23268698	0.16481994	0.251616141	0.215143382	0.027700831	0.201502656
NC_007547.1	3309	0.189483298	0.179812548	0.09700815	0.209730704	0.184043992	0.175581636	0.080386824	0.15714687	0.060441246	0.19945599	0.231187942	0.0417045	0.160389018
NC_007522.1	9035	0.129607094	0.109131139	0.053680108	0.090315452	0.064194828	0.083674556	0.036967382	0.05932491	0.043165413	0.084006638	0.09496408	0.007083553	0.077184691
NC_017002.1	2577	0.053938722	0.09196744	0.03104381	0.10942964	0.07838577	0.10865341	0.032208	0.0822662	0.01552192	0.05355068	0.0469538	0.008149006	0.063992672
NC_017001.1	2620	0.086641159	0.0667939	0.034732809	0.06641219	0.06221376	0.03740459	0.00725191	0.037786268	0.0217557	0.068702308	0.0400763	0	0.04816099
NC_017000.1	2656	0.0918675	0.05459333	0.060241	0.093373446	0.094879542	0.06852411	0.0301205	0.05948798	0.04668672	0.07718373	0.06438257	0.0146837	0.067394584
NC_005227.2	1831	0.13817593	0.08683779	0.084107	0.11851435	0.1714907	0.10868365	0.08137635	0.1512835	0.0868378	0.1070453	0.12124515	0.0103768	0.114145229
NC_000883.2	5596	0.155468143	0.104717613	0.075768388	0.126340213	0.12258755	0.106147189	0.05110795	0.124195799	0.076483137	0.113652619	0.122587539	0.007505356	0.107186922
NC_001545.2	9762	0.309055148	0.248719774	0.133681624	0.178447192	0.223827156	0.197910474	0.082565106	0.196681042	0.091579606	0.24195845	0.210817952	0.01516081	0.192294866
NC_011620.1	6435	0.0996115	0.05920741	0.03651901	0.07428131	0.0651126	0.0717949	0.0245532	0.0441336	0.04071481	0.073038001	0.09184152	0.0059052	0.061891624
NC_010648.1	2593	0.175858165	0.138449711	0.0671037	0.126494414	0.115696134	0.121095281	0.03470883	0.063247194	0.0532203	0.110296945	0.081758596	0.044735867	0.098902661
NC_010647.1	2630	0.11216726	0.03840307	0.0448669	0.09581748	0.089353586	0.09125473	0.00722433	0.04448666	0.015209128	0.06539923	0.05095063	0.01482889	0.059557546
NC_002028.2	2111	0.13548068	0.074846067	0.066319209	0.118427326	0.081951677	0.080056909	0.05210799	0.04737095	0.06774041	0.136902118	0.120322076	0.00994789	0.089229583
NC_001420.2	5577	0.121391417	0.10130895	0.05235791	0.074233486	0.05217861	0.069571486	0.0462614	0.09216426	0.02815139	0.075488704	0.085888458	0.007530932	0.072636006
NC_001417.2	3569	0.11403762	0.081815591	0.05912022	0.064443741	0.08153546	0.073970266	0.04174838	0.07733252	0.0215746	0.0703279	0.09722602	0.011207581	0.071193847
NC_010293.1	2551	0.1301451	0.087416706	0.076048592	0.093688753	0.103880826	0.09329673	0.061152523	0.08036061	0.068600583	0.068600563	0.07291263	0	0.085100329
NC_003976.2	7590	0.157707421	0.12635055	0.06469038	0.113438759	0.132938131	0.101317543	0.057971	0.095783965	0.054150205	0.104479616	0.122924884	0.005138332	0.102886587
NC_003792.2	4667	0.132633355	0.117634453	0.053139054	0.109277961	0.088707932	0.08635101	0.04478249	0.084851122	0.06513825	0.095993241	0.12256266	0.00428541	0.091006503
NC_003839.2	7271	0.126805133	0.125017131	0.040572123	0.091321714	0.102736953	0.106312616	0.041122289	0.093522228	0.039334361	0.099161107	0.090634095	0.00797689	0.086958159
NC_008058.1	2614	0.097551665	0.0680948	0.07421571	0.07459832	0.08990054	0.076511111	0.0455241	0.0650344	0.045141576	0.072302961	0.091048101	0.00765111	0.072720299
NC_008057.1	2558	0.11024239	0.04769351	0.025019581	0.071540211	0.06450347	0.05355749	0.06802192	0.08092253	0.032056331	0.071149331	0.103205652	0.00742768	0.066173856
NC_006577.2	29926	0.223317671	0.203234821	0.1110406	0.212724748	0.212624195	0.187896911	0.092461434	0.17175697	0.119227398	0.183720005	0.205072214	0.031511073	0.174825179
NC_007456.1	39704	0.066819421	0.05032237	0.027024956	0.046443689	0.036469855	0.037930727	0.01682452	0.033019361	0.020476537	0.040172275	0.036998821	0.007203308	0.03750023
NC_007433.1	10429	0.136254619	0.10988582	0.03931341	0.098283657	0.096365887	0.085243106	0.042094155	0.089270343	0.046025534	0.081695217	0.104899833	0.016684237	0.084484689
NC_007338.1	2719	0.07760209	0.08532556	0.03457153	0.06693641	0.078705462	0.093048905	0.04928282	0.06325852	0.029422615	0.045605047	0.048179452	0.00772343	0.06108531
NC_001361.2	8533	0.093870816	0.096566252	0.049572236	0.068440196	0.07101842	0.06011958	0.03656389	0.04136885	0.016289694	0.060705492	0.0432439	0.014063052	0.057978121
NC_007216.1	9695	0.15812282	0.15533782	0.067457452	0.138731402	0.135946458	0.121196504	0.064363096	0.127385134	0.060856104	0.105002504	0.123878296	0.014234132	0.114388872
NC_007180.1	9723	0.125784159	0.088450096	0.067366072	0.115087901	0.081147833	0.07909079	0.026740718	0.075491104	0.052967227	0.088655742	0.086393046	0.015941585	0.080652244
NC_007149.1	39503	0.138647743	0.115991183	0.062577559	0.117484795	0.114168472	0.100270892	0.04549025	0.092600506	0.051363214	0.090474056	0.08751232	0.012935726	0.092416454
NC_007147.1	9611	0.139319496	0.125169065	0.060243402	0.114660192	0.08511078	0.103319076	0.03308709	0.095411456	0.061596042	0.083550173	0.111018566	0.01862449	0.092044122
NC_006995.1	2746	0.128550666	0.08812814	0.07210483	0.06300068	0.084486486	0.091041412	0.05826648	0.11580476	0.03714494	0.04406409	0.04806985	0.008011658	0.075514758
NC_006941.1	9751	0.148087349	0.10819402	0.065941999	0.094862099	0.100502559	0.149113095	0.049635928	0.103579105	0.071172168	0.108194013	0.141523973	0.012306435	0.103709664
NC_003786.2	5344	0.093001549	0.112649737	0.071856287	0.116579358	0.099550926	0.085142206	0.05857038	0.058008964	0.063435578	0.077470103	0.112462589	0.016654183	0.086247971
NC_003785.2	6794	0.141889893	0.103473664	0.054606966	0.104209568	0.082425691	0.096997409	0.0625552	0.096408506	0.040624122	0.09155135	0.089049127	0.00279659	0.087617409
NC_006429.1	11940	0.121105494	0.108291454	0.046733692	0.0868509	0.081407062	0.083500837	0.036264608	0.086432104	0.031490782	0.084003351	0.083668302	0.008123952	0.077249872
NC_001716.2	153080	0.202508767	0.172877015	0.094453924	0.186131521	0.167435382	0.157616861	0.084779229	0.156872248	0.09796845	0.168264933	0.176071423	0.020074471	0.151361796
NC_006057.1	7334	0.119579994	0.096536729	0.040496264	0.130624453	0.071311714	0.086310342	0.046768452	0.080174521	0.03272431	0.087946588	0.095173182	0.010771742	0.080695141
NC_006056.1	3820	0.137958	0.0725131	0.0565445	0.09083766	0.0903142	0.08821992	0.02984292	0.08979058	0.0751309	0.10261776	0.10130888	0.00497382	0.085007129
NC_005983.1	2750	0.11636359	0.05345458	0.03127269	0.09818184	0.03345455	0.03563639	0.02399998	0.03709091	0.0356364	0.04727278	0.07854553	0.00690909	0.053719022
NC_005982.1	3429	0.14464851	0.1006124	0.04199478	0.08982207	0.0974044	0.10236217	0.05016039	0.08019827	0.04111987	0.0898221	0.07290747	0.0116652	0.082822948
NC_005903.1	9540	0.133438126	0.076939174	0.038574472	0.069392094	0.092976951	0.087630985	0.038259933	0.071173992	0.03406709	0.07725371	0.087526233	0.00429769	0.073384796
NC_002661.2	42942	0.103278896	0.076475186	0.035932187	0.080783382	0.081342265	0.080131395	0.036304784	0.07382052	0.046294983	0.075194376	0.085557298	0.056611242	0.070465025
NC_005855.1	2779	0.118387957	0.075926587	0.0215905	0.07016911	0.07520687	0.092839084	0.02806769	0.06333214	0.04426057	0.05829436	0.078805314	0.007196832	0.066080017
NC_005851.1	2525	0.09108913	0.04277227	0.04712874	0.08079208	0.08712865	0.07009901	0.06217825	0.0946534	0.0316832	0.070495	0.0772277	0	0.068658857
NC_005850.1	2560	0.134374895	0.07382814	0.01562499	0.02460932	0.04570312	0.0386719	0.00742187	0.06210937	0.00820312	0.07890617	0.063281295	0	0.050248563
NC_001270.2	6825	0.482784649	0.407765962	0.281172565	0.446593178	0.4247621	0.443663279	0.217143024	0.376557205	0.296995973	0.406593182	0.437216612	0.070183154	0.383749794
NC_005778.1	9711	0.12542473	0.10596232	0.057769582	0.102152176	0.09875408	0.104829558	0.030069026	0.09339928	0.074245708	0.082586714	0.08742662	0.008238072	0.08751089
NC_005636.1	2677	0.133358208	0.10496821	0.0597684	0.11542766	0.128502064	0.114307105	0.0407172	0.08218152	0.079566602	0.099738522	0.120657427	0.007471052	0.098108447
NC_005635.1	2728	0.0978739	0.063783038	0.03519061	0.046920779	0.08137833	0.068181799	0.0381232	0.05058653	0.02785921	0.0659824	0.0722141	0.00696481	0.058917627
NC_005304.1	9591	0.114586607	0.118757138	0.04295691	0.085079813	0.100823704	0.09185694	0.0388906	0.103430304	0.04994267	0.081117695	0.07027416	0.005838817	0.081610595
NC_005288.1	9644	0.104002504	0.085337971	0.04707592	0.078183344	0.06988802	0.063562844	0.02996682	0.067192	0.040646994	0.079324	0.067295724	0.008087932	0.06658874
NC_005285.1	4744	0.067032033	0.06302695	0.016441843	0.045741966	0.029300189	0.036888748	0.02613825	0.057757166	0.01644185	0.032040468	0.055859946	0	0.04060631
NC_005282.1	86155	0.081620272	0.063629515	0.029504961	0.065231273	0.063374123	0.059810853	0.030445101	0.055249278	0.032824613	0.060750943	0.062491999	0.010678426	0.054993903
NC_005267.1	3914	0.08661211	0.069749613	0.06412873	0.047521663	0.11037294	0.065406246	0.0150741	0.079713786	0.029381693	0.0687276	0.0945324	0.015585079	0.066474626
NC_005136.1	9346	0.08645409	0.100791809	0.041194083	0.085491124	0.092873924	0.075112292	0.044725	0.075112328	0.041087094	0.074898294	0.080462236	0.016905645	0.072563843
NC_005096.1	3929	0.144566079	0.15398316	0.04632225	0.11173323	0.102061559	0.072028459	0.053194153	0.10257069	0.04148637	0.110460687	0.096971288	0.015016556	0.094125266
NC_005032.1	2755	0.104537166	0.094736849	0.05589835	0.06134299	0.132123413	0.06279495	0.043194126	0.08711435	0.031941876	0.118693272	0.096188776	0.00689655	0.080778738
NC_005031.1	2752	0.102470902	0.06795059	0.051598842	0.073764552	0.10101747	0.07267442	0.02143895	0.077761644	0.030523216	0.076308134	0.0614098	0.014898254	0.066992593
NC_005028.1	10155	0.158936404	0.13943868	0.083899594	0.157459163	0.120827174	0.105957626	0.04145744	0.112063012	0.061447591	0.11984243	0.123092048	0.009847374	0.111311015
NC_005029.1	10538	0.127253698	0.102486212	0.055513333	0.125830335	0.108179983	0.100683275	0.033687584	0.103340342	0.042702575	0.095084464	0.124311966	0.014708675	0.09264307
NC_004825.1	2713	0.113896046	0.07224471	0.04238852	0.046443036	0.07482484	0.06782164	0.06597862	0.04976041	0.03575376	0.058606746	0.07371905	0.01400664	0.063767034
NC_004824.1	2742	0.08862145	0.071480692	0.03537559	0.047045957	0.064551437	0.03318748	0.0280817	0.09992704	0.0350109	0.06491615	0.051057637	0.007658645	0.056296003
NC_004752.1	9608	0.14029974	0.0946086	0.04340137	0.09023729	0.07556212	0.0666112	0.03871776	0.06015819	0.03653204	0.08950876	0.0952331	0.00437136	0.075533652
NC_004661.1	2612	0.0513017	0.0225881	0.02986219	0.024502297	0.01454824	0.02986219	0.00727412	0.030245068	0.02335375	0.0371363	0.0493874	0.01454824	0.029096487
NC_004659.1	2603	0.04610068	0.07568184	0.05416824	0.0910488	0.0518632	0.0311179	0.01728774	0.068382626	0.03688054	0.05186327	0.0545525	0	0.052631576
NC_004634.1	2731	0.07726106	0.04870006	0.03039175	0.07762731	0.0432076	0.04686933	0.02123766	0.04210915	0.02087146	0.0355181	0.04357376	0.00732332	0.044306113
NC_002072.2	34815	0.164785383	0.121499352	0.075341079	0.136693857	0.123021669	0.114490896	0.057848653	0.110383518	0.064885856	0.104581367	0.129111003	0.01599886	0.109331148
NC_004607.1	2751	0.03962199	0.06070516	0.03525988	0.037077474	0.0345329	0.04362055	0.0210832	0.042529984	0.03525988	0.06652134	0.06070518	0.00981461	0.04335614
NC_004584.1	39538	0.188021572	0.150513384	0.084804546	0.156684611	0.155824756	0.142723463	0.075598216	0.12572716	0.072183662	0.136021042	0.147630166	0.021220091	0.130521143
NC_004580.1	2630	0.066920188	0.04410648	0.045627338	0.11520912	0.07528523	0.073003768	0.00722433	0.066539918	0.03840303	0.061597	0.03612169	0.00722433	0.05727619
NC_001481.2	7683	0.133411367	0.096576812	0.068072332	0.087335658	0.095795937	0.068202489	0.04334249	0.081478527	0.03826634	0.104906954	0.112976694	0.016790305	0.084578691
NC_004542.1	8513	0.132268372	0.110066956	0.037707015	0.122518504	0.102314095	0.088687887	0.044872557	0.078585676	0.049688739	0.081404939	0.092094404	0.011394337	0.085473559
NC_004364.1	1957	0.126724552	0.12263663	0.06131832	0.030659186	0.0602963	0.03117013	0.0301482	0.06131829	0.04087893	0.060296416	0.07307102	0.03014818	0.063501634
NC_004356.1	2750	0.05927271	0.053454463	0.0138182	0.0567273	0.05781819	0.04581818	0.01381818	0.05490911	0.00690909	0.04909086	0.05199999	0.02327269	0.042148752
NC_004305.1	42259	0.150476866	0.127049824	0.072552549	0.119950782	0.118412678	0.115998879	0.050214203	0.109396789	0.061525337	0.109515168	0.119122535	0.018907207	0.104928692
NC_004573.1	9899	0.117183566	0.111829443	0.054247902	0.134457999	0.124962115	0.116072407	0.04293359	0.092635572	0.068996862	0.112031485	0.121729498	0.021618361	0.099734585
NC_004426.1	9878	0.118444996	0.09445237	0.056084272	0.108726446	0.104272155	0.076432431	0.03533101	0.08685966	0.0588176	0.082607836	0.094351055	0.01255316	0.083307257
NC_004424.1	2831	0.152949446	0.163546694	0.119745622	0.17520307	0.196749772	0.123278042	0.077004574	0.11056173	0.084069264	0.10349691	0.157542012	0	0.133104285
NC_004423.1	5600	0.201785904	0.161607481	0.099464312	0.162321571	0.137142876	0.151607124	0.098035721	0.135357058	0.079464308	0.165178097	0.153571414	0.021249995	0.140503261
NC_004313.1	40149	0.11788582	0.101222941	0.062691437	0.09380052	0.089192783	0.085207538	0.035642185	0.072878534	0.045829252	0.079653317	0.081944729	0.249146936	0.078722641
NC_004306.1	6340	0.091482681	0.087854877	0.04637224	0.062460564	0.063880136	0.085804385	0.022082	0.075236552	0.030283879	0.05220818	0.0545742	0.00899054	0.061112699
NC_004301.1	4276	0.097521013	0.094246918	0.05355477	0.081618293	0.09494859	0.09705329	0.043264693	0.06594949	0.02268476	0.04162768	0.09003741	0.01333023	0.071136992
NC_004290.1	5234	0.19774508	0.186091031	0.11176924	0.168513716	0.192204757	0.162017573	0.102025263	0.1559037	0.098204043	0.132594504	0.17653796	0.0147115	0.15305517
NC_004287.1	5078	0.161677876	0.135289488	0.089799116	0.14592362	0.134107924	0.123276826	0.058881486	0.118747582	0.05966921	0.143363432	0.146120496	0.015754236	0.119714278
NC_004286.1	6039	0.199867874	0.186289103	0.11160792	0.149859254	0.168405373	0.171551472	0.105812232	0.1670807	0.103493921	0.155158152	0.183805032	0.02003645	0.154811912
NC_004197.1	7276	0.170835574	0.150907095	0.066520094	0.147746006	0.11929636	0.123282094	0.046866425	0.115447962	0.057036784	0.121632791	0.128779501	0.01484331	0.113486426
NC_004165.1	18630	0.159259285	0.158507868	0.077670445	0.155448228	0.147879724	0.131776597	0.058078411	0.128824367	0.06795493	0.126086926	0.141975346	0.016210414	0.123042011
NC_004147.1	2746	0.073561582	0.08594321	0.00728332	0.067006566	0.080480652	0.046613226	0.045520756	0.104515626	0.04078656	0.074289916	0.078659828	0	0.064060113
NC_004122.1	2213	0.160867597	0.09715309	0.060099385	0.153185798	0.13511073	0.169001121	0.0632625	0.092182545	0.07094437	0.11432438	0.110709408	0.022593773	0.111530993
NC_004121.1	2898	0.136645972	0.131815026	0.067287736	0.145272596	0.091787393	0.146652942	0.04865424	0.075224266	0.05417533	0.09696341	0.090752293	0.0134576	0.098657382
NC_004120.1	3252	0.120848767	0.107318519	0.04735546	0.087638343	0.15498153	0.09686346	0.0528906	0.08333328	0.04243542	0.10485854	0.102091006	0.013530135	0.090964993
NC_004124.1	8223	0.130609233	0.12538008	0.05399487	0.11236771	0.099112254	0.110786864	0.068344883	0.114800032	0.056062291	0.107381681	0.115286431	0.012769061	0.09946603
NC_004104.1	8033	0.127349682	0.121249864	0.058135254	0.096228143	0.112535725	0.101083015	0.024772783	0.113531693	0.056641362	0.110668488	0.082161089	0.021785126	0.091305191
NC_004097.1	2615	0.101720896	0.114722779	0.0680688	0.08527729	0.073040097	0.104397709	0.045506688	0.096749588	0.039388109	0.071128117	0.082982788	0.030592718	0.080271169
NC_004096.1	2595	0.074759126	0.07552977	0.054335252	0.070134856	0.07976874	0.07013492	0.04662818	0.058959526	0.08246627	0.08053945	0.04470134	0	0.067087039
NC_004063.1	6318	0.137385228	0.098132298	0.070275438	0.066160164	0.095916464	0.076131734	0.055239	0.085628458	0.04859134	0.09243429	0.10873698	0.003482112	0.08496649
NC_004044.1	2734	0.084125757	0.08449157	0.03584488	0.043525957	0.085223102	0.066934888	0.03950259	0.060716889	0.02889538	0.07827362	0.065471793	0.015362098	0.061182402
NC_004047.1	9612	0.107053687	0.098626792	0.052330396	0.09290467	0.10393255	0.100395397	0.055451504	0.086350337	0.041510614	0.11339992	0.092904737	0.006346247	0.085896419
NC_004043.1	2580	0.15542629	0.1527131	0.03798448	0.12054258	0.108914767	0.117054177	0.05348837	0.12054266	0.08410858	0.099612374	0.173643387	0.00736434	0.111275524
NC_004042.1	2617	0.10546426	0.052732127	0.0366833	0.124188024	0.08215514	0.09743977	0.0217807	0.08597632	0.03209782	0.05655332	0.0634314	0.02292702	0.068954744
NC_004039.1	9585	0.099843518	0.107355249	0.04872199	0.098278509	0.094731269	0.111424058	0.044340119	0.08200314	0.036619689	0.085550358	0.093375128	0.01032863	0.082022093
NC_004035.1	9624	0.149210285	0.128428916	0.077618407	0.12094763	0.132793152	0.093931877	0.063071477	0.1076476	0.052680811	0.097672494	0.098192018	0.01880714	0.102017697
NC_004010.1	9848	0.149268768	0.114439447	0.03604792	0.116064179	0.10428515	0.101644946	0.04508528	0.095857046	0.058184443	0.110479256	0.122258367	0.01045898	0.095783164
NC_004017.1	2284	0.09938704	0.059544697	0.0249562	0.08450084	0.111208458	0.07005257	0.02845884	0.0411559	0.03415057	0.08056047	0.05866904	0	0.062967693
NC_004016.1	7550	0.137880771	0.109801353	0.063443751	0.092980111	0.102251652	0.105297953	0.044635731	0.09218536	0.04675498	0.105960311	0.096556342	0.005562921	0.090704392
NC_004015.1	3418	0.124634243	0.100351109	0.057343427	0.128730304	0.09040365	0.08981856	0.045640709	0.09625514	0.03949678	0.0839672	0.087770629	0.016383848	0.085855614
NC_004014.1	6878	0.126490293	0.122710068	0.070369281	0.124600164	0.107007911	0.11514971	0.05757482	0.086507672	0.061355044	0.096685063	0.109188719	0.009450423	0.097967159
NC_004011.1	10142	0.0931769	0.06359689	0.04170779	0.07937288	0.079668689	0.075921889	0.037369399	0.05945569	0.03283379	0.04604619	0.072963889	0.0075922	0.062010363
NC_004013.1	9465	0.128262019	0.114104585	0.0660328	0.107765369	0.104912823	0.089593209	0.051030139	0.109561573	0.043000532	0.097622812	0.103856225	0.00813524	0.09234019
NC_004008.1	3158	0.06903108	0.117479446	0.0427486	0.143761846	0.068714336	0.056364776	0.0424319	0.0956301	0.019949376	0.08613042	0.100696632	0.01203294	0.076630774
NC_004007.1	2799	0.12325827	0.127545491	0.035012481	0.100393	0.0900322	0.083243991	0.07502682	0.06180778	0.0139335	0.08467312	0.06252228	0.00785995	0.077949903
