acc	genome_len	SERC_517_3	SERC_517_4	SERC_517_5	SERC_517_6	SERC_517_7	SERC_517_8	SERC_517_9	SERC_517_10	SERC_517_11	SERC_517_12	SERC_517_13	SERC_Zymo_Pos_Control	Mean Coverage
NC_024301.1	7424	0.15334354	0.22093566	0.125900968	0.165895413	0.233136167	0.208508922	0.210571767	0.255395012	0.107103327	0.254499821	0.207554783	1.068374579	0.194804125
NC_024306.1	149459	0.520636763	0.47689093	0.423804587	0.398923425	0.422090389	0.373215656	0.407060866	0.458967084	0.402298939	0.46919384	0.409838092	0.408399512	0.432992779
NC_001802.1	9181	0.39164393	0.524513248	0.470924782	0.580064988	0.75187037	0.642263366	0.647885203	0.660610281	0.614220613	0.620526223	0.684716084	0.786333395	0.599021735
NC_005880.2	148317	0.242935071	0.208754117	0.151744279	0.251750176	0.359063832	0.28452159	0.292824787	0.305070058	0.247515279	0.285674448	0.340128328	0.237059855	0.269998361
NC_023863.2	66316	0.321532035	0.403265505	0.399223941	0.396975172	0.397595695	0.345524182	0.366963688	0.373944801	0.340035997	0.379077619	0.346213757	0.613544158	0.370032036
NC_024137.1	152778	0.416704323	0.38369857	0.348003622	0.432536328	0.524361783	0.420152911	0.504093427	0.481331551	0.389547219	0.478532738	0.475502802	0.614929615	0.441315025
NC_023600.1	71058	1.534972213	1.187922058	0.83465623	0.703252816	0.956278196	0.801431297	0.93822346	1.07470718	0.614344747	1.212208996	0.932071904	1.183022409	0.980915373
NC_023602.1	50781	1.524987489	1.185464828	0.973293032	0.732691705	1.075459689	0.936814444	0.937690862	1.123131138	0.595410993	1.302697831	1.004608691	1.322036902	1.035659155
NC_023604.1	44306	1.689066713	1.250546702	0.897829979	0.787328608	1.13263888	1.005852452	1.129840308	1.265390075	0.675239721	1.514963864	1.156225844	1.225131554	1.136811195
NC_024145.1	70667	1.210463828	0.957849105	0.698696847	0.556893273	0.718942434	0.650028147	0.719014982	0.858553172	0.473035852	0.940668874	0.76175827	1.125138815	0.776900435
NC_013756.1	368454	0.348231707	0.322100209	0.26571133	0.347773229	0.41820443	0.3648948	0.392219103	0.404770284	0.305779572	0.374432859	0.400054936	0.329680888	0.358561133
NC_007218.1	6321	0.336703481	0.164350822	0.617774055	0.436862857	0.376813614	0.260614793	0.25344786	0.304701878	0.271787465	0.321411287	0.31976395	0.64807557	0.333112006
NC_011545.2	6310	0.464429594	0.411715821	0.41745213	0.391228359	0.411862257	0.317401892	0.394757513	0.349620626	0.376146877	0.329282205	0.367799849	0.182389013	0.384699739
NC_012636.1	3776	0.627982621	0.326912355	0.294856803	0.302928351	0.883097034	0.695143179	0.633667933	0.683144488	0.369297155	0.775501068	0.679682237	0.735231134	0.570201202
NC_012729.2	5104	0.622711892	0.578964634	0.286934242	0.886702712	0.831348318	0.96190244	0.906202163	0.894044854	0.723890895	0.780657549	0.924867927	0.36701725	0.763475239
NC_024330.1	37380	0.443622238	0.364582695	0.279969649	0.220126238	0.287894618	0.243638976	0.25860156	0.363638178	0.211395782	0.344308762	0.260717872	0.952463402	0.298045143
NC_024360.1	138036	0.29214041	0.317274335	0.253653698	0.362486541	0.423998621	0.360482764	0.389886262	0.383887877	0.300857808	0.352839829	0.411994001	0.377405801	0.349954741
NC_024364.1	131952	0.310573559	0.223848176	0.17419097	0.245949723	0.30769256	0.249261439	0.268240231	0.286747533	0.221166267	0.256239736	0.32691311	0.335802387	0.260983937
NC_024365.1	51090	1.350439081	1.376929215	1.241659388	0.990469238	0.834454278	0.722591097	0.66624125	0.800942592	0.766906659	0.934198099	0.652149239	0.909838931	0.939725467
NC_024373.1	1353	0.268023176	0.044561029	0.149617589	0.49588972	0.335130484	0.283906835	0.374318252	0.406354482	0.211414871	0.120751645	0.320329337	0.031504056	0.273663402
NC_024374.1	1392	0.362040884	0.129937655	0.18312868	0.283395948	0.567195024	0.367936732	0.367543447	0.578791857	0.188367308	0.577176943	0.388834538	1.99200261	0.363122638
NC_024354.1	149162	0.259875133	0.236554641	0.252585815	0.3128022	0.289212484	0.279341618	0.241812551	0.277378203	0.215224836	0.244747763	0.268205927	0.17906815	0.261612834
NC_024362.1	40472	0.441959973	0.472501762	0.339782349	0.358093097	0.34138243	0.32489492	0.292474734	0.315522524	0.207613953	0.329497069	0.317414051	0.238659977	0.340103351
NC_024363.1	68807	0.219631899	0.170337753	0.131102162	0.105410388	0.150901116	0.1246377	0.128395324	0.141633328	0.086459819	0.183389318	0.12883634	0.109616455	0.142794104
NC_024366.1	62661	0.66437335	0.561936962	0.426798095	0.313799821	0.428248867	0.390397655	0.443213587	0.429381986	0.302618131	0.587443445	0.445487872	0.638555478	0.453972706
NC_024367.1	75028	0.838362963	0.736708597	0.384361813	0.429468279	0.572956503	0.790583866	1.032812162	0.565723029	0.334093087	0.945606071	0.632096786	0.430411515	0.660252105
NC_024368.1	50610	0.138481421	0.106482795	0.064861826	0.053733974	0.076938657	0.081525579	0.08352754	0.106812229	0.054803563	0.101231175	0.08516279	0.106962526	0.086687414
NC_024371.1	68386	0.302170057	0.32777379	0.202514239	0.195937211	0.215296885	0.201220878	0.225649994	0.274644961	0.137882705	0.290338779	0.205754136	0.273300609	0.23447124
NC_024377.1	9525	0.411972631	0.300582988	0.166217622	0.36760754	0.308965274	0.283400792	0.198576945	0.307848183	0.192340762	0.241546691	0.241139099	0.004475064	0.274563503
NC_024381.1	43056	0.286208354	0.318961911	0.471089894	0.285146043	0.311039333	0.233358266	0.25301697	0.243608358	0.239127947	0.229836481	0.220410272	0.3285202	0.281073075
NC_024378.1	28015	0.223080364	0.361773471	0.36486156	0.317549576	0.306040968	0.275217903	0.305479753	0.321119554	0.285344178	0.298209163	0.283993874	0.240197735	0.303879124
NC_024380.1	25740	0.287725735	0.308434244	0.224138657	0.282653167	0.28719977	0.292340922	0.284996534	0.348919204	0.269949233	0.239214837	0.281742578	0.205777607	0.282483171
NC_024385.1	28193	0.421735518	0.369798094	0.308307234	0.461776073	0.470447054	0.434030049	0.405742929	0.54145498	0.357825354	0.454630734	0.475919485	0.40451274	0.427424319
NC_024386.1	28427	0.388477114	0.38396605	0.284581785	0.403668075	0.512719931	0.428474074	0.427218015	0.560474361	0.375783348	0.449975592	0.517881217	0.352963654	0.430292687
NC_024388.1	28022	0.264552032	0.385846796	0.266130788	0.293000434	0.279929673	0.199618681	0.294522523	0.309810159	0.26109002	0.26918889	0.22526382	0.324960512	0.277177619
NC_024389.1	28336	0.175135227	0.268229104	0.317158656	0.231463061	0.209955681	0.200677646	0.226332001	0.208020747	0.224607782	0.208514973	0.206203644	0.231974231	0.225118047
NC_024390.1	26752	0.303008109	0.34010695	0.274794494	0.344965407	0.396432343	0.329858923	0.356798783	0.447655334	0.312308532	0.318646605	0.343689821	0.123693373	0.342569573
NC_024391.1	41941	0.508383612	0.387264495	0.309200593	0.514873018	0.608875353	0.535967484	0.605431348	0.57838265	0.44558377	0.548197365	0.618069381	14.43791691	0.514566279
NC_024443.1	3368	0.477644232	0.395202304	0.156197992	0.233103198	0.397863687	0.312649043	0.119683766	0.227922195	0.179465229	0.244825774	0.328231548	0	0.279344451
NC_024444.1	3377	0.310220093	0.475176212	0.219796523	0.213395902	0.410125907	0.307571489	0.651915434	0.57272398	0.140164419	0.382481241	0.150814778	0	0.348580544
NC_024445.1	3149	0.307281361	0.34659352	0.41189842	0.279646606	0.46727441	0.329537435	0.260937915	0.322834839	0.39470647	0.233164608	0.235941892	0.014960886	0.326347043
NC_024446.1	306862	0.634025652	0.563816092	0.41027182	0.744699209	0.912948621	0.774797162	0.801777956	0.83451586	0.650558534	0.779986543	0.90239008	0.600384841	0.728162503
NC_024447.1	282356	0.675213481	0.571221766	0.412232233	0.75599141	0.920472606	0.756271221	0.766353309	0.848888309	0.639495803	0.779929408	0.926625143	0.532339202	0.732063154
NC_024450.1	204054	0.357517384	0.31839141	0.251185637	0.338847527	0.255582185	0.250532677	0.246219944	0.285558363	0.223529803	0.317474071	0.269333732	0.334390073	0.283106612
NC_023548.1	39651	0.368117411	0.326663438	0.31618561	0.300878424	0.322954564	0.343117158	0.374971657	0.327665946	0.286629688	0.383679594	0.379318868	0.150811761	0.339107487
NC_024452.1	5257	0.389979572	0.246871595	0.284050372	0.28731003	0.200361817	0.177038847	0.175965602	0.278451919	0.2688216	0.328329788	0.289122212	1.179748095	0.266027578
NC_024454.1	4642	0.26402915	0.214138243	0.166898328	0.389613065	0.462555713	0.240016449	0.343449396	0.38685373	0.297834456	0.371414825	0.333235349	0.220379084	0.315458064
NC_020474.2	180421	0.594568873	0.511145478	0.394930608	0.600124581	0.705882583	0.58692495	0.60668303	0.638234481	0.503967599	0.636732765	0.684762638	0.508689837	0.587632508
NC_020856.2	40931	0.360719537	0.292445742	0.286881343	0.227855655	0.310096372	0.306450774	0.293803356	0.311308417	0.235153083	0.364543331	0.298630282	0.351604944	0.298898899
NC_020858.2	40929	0.33306953	0.320334952	0.197990467	0.205061137	0.259008215	0.26014686	0.321469659	0.332191184	0.180460626	0.330326303	0.300060022	0.348936313	0.276374451
NC_024458.1	6677	0.438361903	0.319048157	0.256017796	0.184571529	0.520286967	0.156704091	0.374607709	0.436222776	0.295546694	0.369907961	0.385871863	0.375135374	0.339740677
NC_019405.1	215710	0.872824207	0.722483938	0.517872629	0.435772768	0.58620807	0.503514186	0.496879636	0.638483074	0.382568199	0.756589812	0.546221339	0.823454166	0.587219805
NC_019406.1	279967	1.316117244	1.105715088	0.836507596	0.68991799	0.873588799	0.780175443	0.818606189	0.952662579	0.598556258	1.050490174	0.843253729	1.097939168	0.896871917
NC_019407.1	218929	0.728642933	0.609595589	0.475926247	0.382143708	0.489303662	0.431602052	0.422971478	0.523809903	0.328437032	0.612241202	0.492361292	0.688738234	0.499730463
NC_019408.1	223720	1.81034405	1.461324713	1.048925511	0.841621823	1.160091846	0.989223586	1.035517106	1.24876301	0.735839046	1.42428412	1.095181336	1.592174682	1.168283286
NC_019410.1	221828	0.752168147	0.608758289	0.459009221	0.383020238	0.482901154	0.419780234	0.455895173	0.528354002	0.349435623	0.618129594	0.490266535	0.697627818	0.504338019
NC_019411.1	219216	0.751712466	0.608917384	0.471472598	0.38563568	0.495459884	0.43030906	0.425128774	0.545380811	0.339618663	0.634920306	0.477198426	0.686009791	0.505977641
NC_022761.1	146193	0.284992962	0.272210019	0.191959643	0.262823077	0.406127978	0.333597794	0.389889888	0.3801527	0.252159554	0.386498988	0.412087967	0.286479476	0.324772779
NC_022763.1	164297	0.421768058	0.409503512	0.4430742	0.421315351	0.494927457	0.453367926	0.4533383	0.476495617	0.440892522	0.436097149	0.507189511	0.497965133	0.450724509
NC_022764.1	39874	0.315880385	0.318381288	0.319964187	0.30817374	0.384599327	0.294276888	0.300230787	0.347599988	0.299886496	0.305901911	0.342410463	0.546142398	0.321573224
NC_022765.1	49836	0.372468893	0.39651628	0.408554472	0.511311024	0.516878284	0.494411306	0.444137682	0.495312916	0.3908471	0.497529069	0.517770505	0.780173353	0.458703412
NC_022766.1	49246	0.258622805	0.305929646	0.448922532	0.329315281	0.32480549	0.253465911	0.269433887	0.302068314	0.356460778	0.287379488	0.368620871	0.176663777	0.318638637
NC_022767.1	81656	0.520784264	0.462124699	0.264482208	0.481149539	0.680927583	0.524997799	0.592601625	0.631442928	0.381560406	0.577476724	0.603903805	0.506209233	0.520131962
NC_022768.1	154701	0.166948466	0.170580271	0.171822739	0.168997569	0.179641802	0.160544033	0.173124652	0.168152631	0.160897239	0.168426478	0.174226634	0.1117715	0.169396592
NC_022769.1	165238	0.2356983	0.206401812	0.212803907	0.266066834	0.298440844	0.264585921	0.268796377	0.267084427	0.245178043	0.284075862	0.359206698	0.229164558	0.264394457
NC_022770.1	39844	0.308088482	0.320366983	0.358153011	0.292170815	0.351324043	0.29413873	0.26939299	0.310312894	0.251097797	0.267612445	0.316652356	0.39731694	0.303573686
NC_022771.1	156648	0.349395328	0.336811652	0.224249934	0.340714525	0.449179361	0.382970041	0.389484922	0.415174991	0.276872159	0.421832768	0.448589355	0.469792411	0.366843185
NC_022772.1	156338	0.159868839	0.180803543	0.178983568	0.187985604	0.195247401	0.183622687	0.197326826	0.181667922	0.168382547	0.17057252	0.177339967	0.13097788	0.180163766
NC_022773.1	50354	0.337561169	0.381968164	0.286947195	0.368827868	0.482812039	0.39355137	0.498427668	0.438851833	0.33110175	0.424370405	0.4382717	0.400152529	0.398426469
NC_022774.1	80382	0.557161645	0.573399251	0.468154814	0.601342363	0.787012516	0.587156928	0.692355735	0.669484052	0.55778339	0.654802012	0.69683734	0.541862698	0.622317277
NC_023549.1	56789	1.000558042	0.749864374	0.540263685	0.519472785	0.652988862	0.607136034	0.666995421	0.776684552	0.459263457	0.825369232	0.699387703	0.547097665	0.681634922
NC_023570.1	40739	0.485607698	0.460658229	0.510489346	0.498841432	0.535070482	0.506090621	0.438278748	0.531845823	0.529738637	0.489119144	0.516976733	0.270577241	0.50024699
NC_023581.1	77792	0.501868246	0.497538941	0.439600005	0.610552482	0.667133152	0.653824157	0.715340534	0.615631117	0.559719951	0.665533764	0.757676412	0.607371932	0.607674433
NC_019401.1	358663	1.049457761	0.858016499	0.828451263	1.03148627	1.229468399	1.030706582	1.056470778	1.137668881	0.924730697	1.014108727	1.193588063	0.964613921	1.032195811
NC_021326.1	45242	0.188369913	0.180811231	0.161466507	0.260709314	0.275829346	0.241387085	0.189674876	0.250868778	0.188133176	0.241927774	0.302335011	5.3469294	0.225592092
NC_022067.1	109960	0.373333628	0.313332382	0.269121924	0.229659791	0.261118828	0.248138999	0.258817162	0.266036581	0.222028221	0.312556834	0.261363989	0.20942807	0.274137122
NC_023499.1	42906	0.280326917	0.265436743	0.194342833	0.325019261	0.344385926	0.316663945	0.382719205	0.346515357	0.296353682	0.335667761	0.395928349	18.80672416	0.316669089
NC_023500.1	43301	0.209493924	0.219744761	0.165933988	0.27131978	0.261933068	0.261188844	0.242097225	0.238343677	0.208559336	0.255213756	0.288881189	7.998748894	0.238428141
NC_001859.1	7414	0.218442232	0.272215401	0.195679384	0.262376122	0.256890872	0.180049291	0.161714189	0.142716626	0.293036784	0.195474761	0.244067748	0.088659587	0.220242128
NC_021707.2	1855	0.344945551	0.115423505	0.338162338	0.346621568	0.358571728	0.422393796	0.462462901	0.384619419	0.334103878	0.535696188	0.412372445	1.851577712	0.368670301
NC_023427.1	2668	0.544132009	0.398359589	0.145191537	0.463368383	0.669888045	0.496750403	0.261493362	0.654934469	0.316533659	0.733388136	0.583158232	0.016817244	0.478836166
NC_024472.1	6577	0.219450328	0.280062269	0.160734075	0.273333154	0.223726185	0.264853928	0.16736494	0.20819633	0.188981401	0.254251391	0.278316789	0.397041411	0.229024617
NC_024474.1	45480	1.238525859	0.986478895	0.769257939	0.673504751	0.78901952	0.768967919	0.742911678	0.980027332	0.638192287	0.996583493	0.809509827	0.891547506	0.853907227
NC_023428.1	2398	0.204892335	0.136670594	0.385609722	0.579983404	0.227346309	0.300448306	0.336192596	0.129777396	0.245669344	0.297770429	0.359806783	0.053325673	0.291287929
NC_023429.1	2249	0.207503344	0.278046523	0.283364966	0.40329473	0.243977367	0.33352454	0.181530816	0.279825739	0.328567286	0.529448573	0.207807482	0	0.297899215
NC_023430.1	2121	1.103815706	0.729959363	1.351506624	0.773620533	0.956195982	0.537010997	0.560402278	1.124900601	0.372478628	1.07839588	0.717544898	0	0.845984681
NC_023431.1	1960	0.455334611	0.363213483	0.124958394	0.158479495	0.276350918	0.262285207	0.100193662	0.269335673	0.172001869	0.179459703	0.119224242	0	0.22553066
NC_023432.1	1700	0.137964871	0.142770713	0.085265727	0.052988085	0.243891996	0.200100728	0.23711466	0.081361097	0.116180466	0.421727419	0.321324017	0	0.185517253
NC_023433.1	2253	0.355012204	0.523542262	0.371602857	0.293317198	0.155053868	0.233264737	0.217908985	0.53512466	0.152656121	0.199203801	0.257968439	0.335567102	0.299514103
NC_023435.1	1722	1.219184789	1.529765429	1.121142382	1.885905994	1.486151874	1.456056662	1.785650844	1.666674044	1.063905785	2.091743204	2.327237975	0.597333484	1.603038089
NC_023436.1	2259	0.300293342	0.747299697	0.237857943	0.360945995	0.495166932	0.312167526	0.654278316	0.484721012	0.414543877	0.786190275	0.141461588	1.459365338	0.448629682
NC_023434.1	1628	0.342065615	0.235497163	0.148906194	0.185074457	0.167979353	0.115040103	0.180939414	0.243550213	0.238453935	0.362456508	0.214693268	0	0.221332384
NC_024376.1	11840	0.386887846	0.317671903	0.184693572	0.307799572	0.437802963	0.373821642	0.389337178	0.375476195	0.355053202	0.447078887	0.438081613	0.288859326	0.364882234
NC_024359.1	133048	0.216334733	0.222161059	0.120273675	0.243900334	0.319784584	0.261356455	0.25847575	0.272092395	0.213534442	0.274137374	0.276092994	0.288091211	0.243467618
NC_024375.1	67150	0.33137541	0.317300227	0.201571008	0.336073057	0.432253076	0.360002014	0.398962155	0.383358385	0.287662022	0.369159977	0.425789828	0.39442772	0.349409742
NC_024383.1	135831	0.215245043	0.205926428	0.160366538	0.245306205	0.306056126	0.252111386	0.251448807	0.275563289	0.220754297	0.230972198	0.293631789	0.475627062	0.241580191
NC_024384.1	41156	0.568419904	0.449022901	0.635600887	0.494862582	0.60051185	0.481947732	0.447901664	0.494838275	0.520854737	0.476644222	0.663222002	65.22065114	0.530347887
NC_024387.1	43767	1.154884641	0.733066599	0.7254479	0.906533347	1.205886179	0.929425674	0.947569311	1.080667599	0.768362846	0.93282485	1.142377321	3.298623025	0.957004206
NC_024392.1	66676	0.381155782	0.35413728	0.177534775	0.329063386	0.545113366	0.39909112	0.473415219	0.486191616	0.29149454	0.480434036	0.518815721	0.46763721	0.403313349
NC_024477.1	2089	0.308609421	0.283061887	0.468967834	0.170253558	0.278710999	0.160094789	0.243674742	0.217391347	0.061943993	0.267748148	0.13002751	0.327545824	0.235498566
NC_024478.1	2614	0.528455285	0.793365832	0.185477646	0.228746418	0.804543035	0.507377816	0.875811952	0.567929923	0.257937003	0.698170208	0.505427704	0.260902757	0.541203893
NC_024479.1	3120	0.586543454	0.512087631	0.293972631	0.769082705	0.917788334	0.856920847	0.697333014	0.694524751	0.462224395	0.559683192	1.166349095	0.315660757	0.683319095
NC_024480.1	2698	0.290662149	0.210287045	0.164882091	0.219321994	0.427675538	0.314498525	0.295936997	0.362275011	0.194371604	0.388263428	0.244660746	0	0.282985012
NC_024481.1	2026	0.520646534	0.37045733	0.408304327	0.987360109	1.567514877	1.065900314	1.385074435	1.586126424	0.909309788	1.324396134	1.349580471	0	1.043151886
NC_024482.1	2549	0.566231779	0.502167845	0.877993264	0.697645515	0.57103499	0.617781593	0.38926389	0.401538879	0.842972808	0.410582066	0.376886012	0.301000307	0.568554422
NC_024483.1	1901	0.738998498	0.624143807	0.561359643	1.555958521	1.813050521	1.940730704	1.71266001	1.191420065	1.416930043	1.517140528	1.558619882	0.61130551	1.33009202
NC_024484.1	2911	0.604484195	0.64258645	0.319371504	0.43322447	0.4269897	0.638447208	0.417194315	0.671534168	0.163772083	0.572794983	0.768784172	0.059341591	0.514471204
NC_024487.1	12276	0.613975433	0.536653556	0.247148077	0.553503451	0.74763922	0.630797763	0.826583536	0.708882971	0.539115362	0.653298096	0.726520699	0.428088329	0.616738015
NC_024488.1	12265	0.598198214	0.516337664	0.356179816	0.56754912	0.659050579	0.443995631	0.581044559	0.556243897	0.561116194	0.627948051	0.637853286	0.469810464	0.555047001
NC_024489.1	8842	0.705923818	0.924897403	0.942063619	1.076999191	1.264180224	1.293789999	1.143223293	1.096822798	0.984191062	1.095599822	1.261332764	0.424859476	1.071729454
NC_024490.1	1406	1.92605844	2.305143386	0.971404867	3.887718435	4.56076778	3.905741251	4.180986925	3.552121728	3.685027032	3.796317144	4.025773189	1.302811358	3.345187289
NC_024492.1	3105	0.273092858	0.310180749	0.791604381	0.718777243	0.313941902	0.523775938	0.219697468	0.219015514	0.851596558	0.271134282	0.375973893	0.645931675	0.442617344
NC_024493.1	1421	0.115113871	0.27959374	0.349109657	0.087436963	0.09684543	0.079347915	0.141834948	0.220627324	0.095856144	0	0.111739784	0.033153996	0.143409616
NC_024494.1	3427	0.137053384	0.182696117	0.196170457	0.437559713	0.13900431	0.223618565	0.061827613	0.157404165	0.320953754	0.163772385	0.279453327	0.024875978	0.209046708
NC_024495.1	6368	0.59477463	0.600235454	0.174251026	0.287059922	0.645690891	0.339419772	0.667897019	0.549519596	0.175665453	0.556130058	0.481124068	0.034172704	0.461069808
NC_024496.1	1772	0.380786877	0.454529845	0.563441064	0.47373027	0.480908021	0.995441107	0.398090358	0.304415392	0.372813864	0.272801151	0.587794304	1.01029881	0.480432023
NC_024499.1	1103	0.630827591	0.413461335	0.280958129	0.470294727	0.898958018	0.313603319	0.477900389	0.666698746	0.24389653	0.66392862	0.689896976	0.038644595	0.522765853
NC_024500.1	887	0.395273563	0.308487837	0.273302462	0.320425171	1.377446581	0.504161671	0.349574991	0.353451441	0.149725244	0.795269582	0.574184333	0	0.491027534
NC_024503.1	3933	0.507041386	0.673910063	0.369188033	0.418779951	0.6596593	0.441689957	0.483544666	0.445455282	0.445034023	0.391453785	0.668546616	0.01083778	0.500391188
NC_024504.1	2791	0.458742164	0.453364224	0.238186548	0.493307886	0.538590099	0.461506315	0.542525941	0.355985166	0.538062586	0.429730996	0.442603298	0.675196399	0.450236838
NC_024505.1	2411	0.223991718	0.311621531	0.69294638	0.719540292	0.259782415	0.470436598	0.289367187	0.344207047	0.762694459	0.255108362	0.344612398	0.614591117	0.424937126
NC_024506.1	2047	0.554085365	0.410459304	0.607394244	0.529206932	0.355967883	0.330960363	0.287805927	0.524786364	0.52235511	0.348359769	0.171723449	0	0.422100428
NC_024507.1	2021	0.19699015	0.2218299	0.049463986	0.089143736	0.189440149	0.260042282	0.097169509	0.286300348	0	0.237763739	0.190732971	0.10545519	0.165352434
NC_024508.1	1681	0.329491906	0.280492029	0.227467391	0.246684978	0.260293051	0.26318484	0.175234602	0.340779253	0.193459339	0.376755527	0.14138848	0	0.257748309
NC_024509.1	1357	0.26058554	0.488156838	0.388595741	0.396000201	0.327641798	0.408409408	0.14852429	0.163081934	0.286074433	0.330025882	0.373842478	1.101044949	0.324630777
NC_024510.1	1171	0.253701414	0.225749925	0.040550119	0.177724401	0.20792217	0.373728463	0.419256143	0.224420447	0.221009397	0.25195525	0.42469508	0	0.256428437
NC_024498.1	6530	0.388920409	0.482598462	0.365498517	0.332501145	0.460399684	0.314610252	0.413114127	0.407916466	0.269085665	0.593991059	0.244993247	0.926226867	0.38851173
NC_004285.1	4176	0.795654688	1.365270861	0.606838176	0.545964897	0.72499565	0.654872467	0.641654132	0.746329605	0.387335374	0.630798246	0.683210501	0.308094255	0.7075386
NC_024382.1	137090	0.463999779	0.447172513	0.447987098	0.511602769	0.544934368	0.547755819	0.509211262	0.564461282	0.456170687	0.522428047	0.569625074	0.445787552	0.507758972
NC_021539.2	38275	0.788455063	0.712943012	0.523045963	0.756991232	0.915697392	0.820326488	0.779739462	0.870627511	0.63390432	0.869067336	1.071919826	5.294823858	0.794792509
NC_021781.2	135281	0.223833007	0.217071258	0.146119324	0.26509717	0.345337215	0.275400055	0.284712832	0.309213587	0.219210117	0.295222406	0.312615953	0.522087235	0.26307572
NC_021785.1	65132	0.349500057	0.312593368	0.203288574	0.360411405	0.426656669	0.398663751	0.432667036	0.459262399	0.336335864	0.376746618	0.454881881	0.358219805	0.373727966
NC_021787.2	64756	0.303413742	0.266960675	0.181119816	0.303347903	0.387025723	0.322594878	0.319341625	0.363534188	0.26248537	0.322122979	0.341939463	0.278504798	0.306716942
NC_024303.1	144898	0.607096292	0.616057985	0.452081389	0.587216743	0.684692996	0.572934551	0.651076726	0.65983179	0.474796506	0.627470959	0.620193187	0.516264766	0.595768102
NC_023576.1	39207	0.158402998	0.126983733	0.168631841	0.199806964	0.251011434	0.216736608	0.268365625	0.271374859	0.201848977	0.296153691	0.313722821	0.167625682	0.224821777
NC_003565.1	1015	0.430153452	0.395238933	0.635256464	0.403958769	0.387630042	0.562966735	0.315673679	0.448554817	0.39924084	0.498037029	0.354194033	3.120896183	0.439173163
NC_003567.1	1007	0.625273532	0.605627986	0.394605454	0.980904666	1.648689076	1.298088251	1.324045654	1.49256273	1.004340604	1.04597912	1.013505728	0.044556513	1.039420254
NC_003558.1	1004	0.138965536	0.281777152	0.343511122	0.119112178	0.172214998	0.258870632	0.293395783	0.569419631	0.32221365	0.294821353	0.346138824	0	0.285494624
NC_020862.2	74485	0.700339201	0.683239249	0.517599694	0.644936971	0.784631379	1.011841846	1.257817844	0.782404437	0.570329419	1.015295952	0.840841836	0.406547476	0.800843439
NC_024685.1	9760	0.249673502	0.360742214	0.354774292	0.347060352	0.30631648	0.296353592	0.266866121	0.267605207	0.338609988	0.253848749	0.207093025	0.310309176	0.295358502
NC_024686.1	6835	0.41388685	0.52077427	0.283738737	0.435481249	0.636938132	0.574999918	0.441179238	0.453457673	0.418001157	0.637506957	0.537375656	0.168543728	0.486667258
NC_024687.1	2741	0.469962564	0.292152174	0.107589131	0.37566752	0.588966599	0.439247301	0.6975983	0.63328676	0.300649421	0.584127823	0.596773657	3.721982611	0.462365568
NC_024693.1	2831	0.315668883	0.227165231	0.191564616	0.370856574	0.561517801	0.440809454	0.453627368	0.377012361	0.285077222	0.379528038	0.267030453	0	0.351805273
NC_024694.1	2836	0.509565924	0.401744241	0.102222663	0.24315091	0.472498201	0.509440135	0.594051502	0.405610124	0.229941094	0.662155917	0.513048128	0	0.422129895
NC_024695.1	1349	2.07609452	1.764233816	0.600244915	0.944063176	2.657604566	1.31607716	1.528528958	2.490640704	0.623503715	1.757515368	2.41181456	0.032428983	1.651847405
NC_024697.1	370920	2.239151905	1.890373767	1.380249208	2.701137045	3.607495872	3.004418914	3.014111136	3.097105808	2.332277211	2.928941742	3.495478321	1.881214346	2.699158266
NC_016448.1	196691	0.481307618	0.463311399	0.357942449	0.530770423	0.483659781	0.47795077	0.462923781	0.522978551	0.449546485	0.491883014	0.506872543	0.360600425	0.475376983
NC_024702.1	11367	0.341245308	0.348638914	0.265592926	0.227082839	0.296770436	0.19241881	0.122297941	0.340400315	0.187535079	0.337340875	0.238522172	0.131246114	0.26344051
NC_024704.1	2434	0.509719781	0.34424458	0.301871551	0.273419451	0.253703278	0.287367797	0.297248852	0.581516798	0.195867105	0.340352248	0.41725847	0.702336219	0.345688174
NC_024705.1	2241	0.308609164	0.475297756	0.285491734	0.146924141	0.42435128	0.52104705	0.405866808	0.353859658	0.387482743	0.352510366	0.254893614	0.742801405	0.356030392
NC_024706.1	2008	0.227615964	0.199399679	0.098323836	0.153917685	0.187152013	0.182732211	0.196884012	0.134318744	0.130581321	0.230209531	0.228769912	0.424551672	0.179082264
NC_024707.1	1261	0.308561707	0.209637717	0.118913618	0.119469158	0.215468725	0.028794935	0.081964847	0.144419711	0.102617765	0.147852467	0.185312858	1.725708011	0.151183046
NC_024708.1	942	0.195354472	0.254371935	0.050407845	0.194549563	0.328703876	0.432121911	0.109721521	0.190879007	0.144598281	0.122425609	0.207782971	0	0.202810636
NC_024355.1	93794	1.405042705	1.210315787	0.763827066	1.362890204	1.930310158	1.588503907	1.63096278	1.738889531	1.256225587	1.594548989	1.85186454	1.461402051	1.484852841
NC_006306.2	935	0.602028528	0.423269284	0.368861141	0.810601431	1.619971209	0.359731646	0.657730642	0.574458656	0.691983967	0.316578223	0.583157431	2.1486449	0.637124742
NC_006495.1	2212	0.240336635	0.217701453	0.064964807	0.282956112	0.230510826	0.298065397	0.228956869	0.202176687	0.266326893	0.134684774	0.507892947	0.93408237	0.243143036
